,sentence,hate,category
18852,ভালোবাসার আরেক নাম মিজানুর রহমান আজহারী,0,religion
19981,আচ্চা ভাই এদের চেহারাটা এত বিকৃত কেন?? এত ভয়ানক চেহারা কেন???,0,religion
20404,আল্লাহ পাক তাদের উপর গজব ফেলুক,0,religion
28223,সুপ্রিম কোর্টের রায় সঠিক নয়,0,"Meme, TikTok and others"
23592,ডিম তারাপি দেওয়া হউক নুরুপাগলা কে আর ওর দুনু বউকে,0,politics
26178,"রাজাকার কেউ হয়নি, সবাইকেই অযৌক্তিকভাবে বানানো হয়েছে। যে আন্দোলনে গিয়েছে তাকেই রাজাকার বানানো হয়েছে। তখনতো আপনার বিশ্রী গোঁফগুলোর নিচ থেকে কিছুই বের হলো না। তখনতো আপনি জিজ্ঞাস করেন নি, কেন লাখ লাখ তরুণদের এত ঘৃণিত শব্দ চয়নে অপমানিত করা হচ্ছে! আপনাদের মত জ্ঞানপাপীরা যখন তাদের পাশে দাড়ায়নি তখনই তারা সেই কলঙ্কমাখা উপাধিটাকে পুজিঁ করেই সামনে এগিয়েছে। #পরিশেষে বলবো, আজকের একুশ শতকের রাজাকারদের অবৈধ জনক আপনাদের মত পালিয়ে বেড়ানো কিছু সুবিধাবাদী মুক্তিযোদ্ধারাই।",0,celebrity
15348,জাতির প্রশ্ন : আমিন খান কি সারা বছর সাইড হিরো হিসেবে কাজ করবে ??,0,entertainment
14028,গরিব কে যে মানুষ মনে করেনা ভবিসুতে এই পরিনিতি হয়,0,entertainment
19416,তাহেরি একটা পাগল,0,religion
22044,🕋🌹আল্লাহ মাফ করুক।🌹🕋 🌏সকলকে আন্তরিক অভিনন্দন।🌷 আমাদের চ্যানেলটি সাবস্ক্রাইব করুন।,0,politics
13458,জসিম রিয়েল বস,0,entertainment
12199,আবেগ ব্যাবসা অফ করেন,0,sports
17762,এমন জেলা প্রকাশক!!! 😊😂😆😇,0,crime
11427,এতো কথা বলার কি দরকার বুল করলে বুলের মাসুল দিতে হয় এটাই সত্যি,0,sports
19924,আজেবাজে থামনিল করে নিজেকে পশুর কাতারে শামিল করবেননা এ দেশে ইসলাম কে ধংশ করছে আত্রসি চরমনা হেফাজত সঠিক ইসলাম এরা জানে মাগার বলতে চাইনা বরং বিভাজন তইরি করে আল্লাহ আলেম দেরকে এক করেদিন,0,religion
18918,ওতো দেখি সিফাত উল্লাহ্ এর চেয়ে খারাপ।😠,0,religion
27504,মিন্নি খারাব আর মিথো বাদি,0,"Meme, TikTok and others"
13820,"ভেবে ছিলাম একটু দেখে পরে দেখবো,পারিনি।। 😓😓সব না দেখে থাকতে পারিনি",0,entertainment
16126,বাবারে একি শুনলাম স্যারের কোনও দোষ নাই🤣🤣আজব ভালবাসা😂😂,0,crime
24516,আপনার তো সমস্যা থাকার কথানা আওমিলীগ ক্ষমকায় আসাতে আপনারই লাভ বেশি চাটুকারিতা করে আরো ৫ টা বছর কাটিয়ে দিতে পারবেন,0,celebrity
19771,এইকথাগুলোসুনাহারাম,0,religion
25572,ফ দিয়া গেলাম.....বিস্কুট চানাচুর কিনতে দোকানে যাচ্ছি.....খাবো আর পড়বো....বিষম খাবো আর পড়বো....,0,celebrity
24592,"স্যার আমি আপনার সাথে এক মত আমি ভালবাসি আমার নিজেকে আর আমি সার্পোট করি আমার দেশকে আর আনন্দ পাই খেলা দেখে।এটা বাংলাদেশের  জন্য বাঙ্গালি জাতির জন্য একটা অপমান জনক বিষয়। এখন আমরা খেলা দেখে বিনোদন করি না বিনোদন করি হলো আমার অপজিট র্টিমের সার্পোটার ভেঙ্গে করে আনন্দ পাই তাদেরকে ট্রল করে ,হেও করে।আমরা ভাল জিনিসটারে ভাল ভাবে খাইতে ভালবাসি না।",0,celebrity
21018,তাহেরীর বাচ্চা,0,religion
16846,আমি ও অপরাধীর সাজা চাই কিন্তু কিছু মানুষকে বলতে চাই আসামীর স্বজন দের যারা গালিদিতেছেন এই গালিদিবেন না কারণ তারা আসামী কে বলে দেয় নাই নুসরাতকে হত্যা করতে। অপরাধ যে করেছে সাজা সে পাবে এবং আমরা তার সাজা কামনা করি। কাজে আমরা সবাই আসামীর বিচার কার্য আদালত সুন্দর ভাবে দৃষ্ঠান্ত রাখতে পারে এই দোয়া করি।,0,crime
13585,সাকিবের সঙ্গে অপু কে আমরা আবার দেখতে চাই,0,entertainment
21858,দেশের জনগনের টাকা দিয়ে ফুতী করা অনেক মজা হায় হায় লজ্জা কি দিয়ে ডাকব?,0,politics
23885,সত্যের পথে থাকলে ভাই কিছু বৃথা দিতে হয়।এগিয়া যান ভাই দোয়া রইল।,0,politics
24994,চমৎকার,0,celebrity
20511,হুজুর ঘাড় পর্যন্ত রেখেছে আপনি কতটুকু রেখেছেন আপনি মাপ দিয়ে দেখেন আপনার টা তো আরো অনেক লম্বা বে আকল।,0,religion
18994,আসসালামু আলাইকুম ওয়া রাহমাতুল্লাহি ওয়া তা য়ালা ওয়াবারাকাতুহু সম্মানীয় বক্তা সাহেব আপনি যেটা বলেছেন সেটাই সঠিক আমার নিজের চোখে দেখা শাহজালালের মাজারের পশ্চিম পাশে সোনালী কালারের কই মাছের ওইখানে একটা রুমের মত বানানো আছে যেটার সামনে খোলা সেইখানে গান বাজনা হয় এবং কি গাজা খাওয়া হয় আর মেন গেটে প্রায় একটি পাগলি বসে থাকে ঐখানে পায়খানা করে এবং কি বেশি সময় তার পরনে চাদর থাকে পায়খানা লেগে থাকে আমি নিজে দেখেছি সেই জন্য আমিও আপনার সাথে একমত তবে মাজারে যারা ওলী শুয়ে আছেন তাদের কোন দোষ নেই দোষ মাজার সভাপতি যারা হয়েছেন এ আজকালের যুগে তাদের মাজার কে পুঁজি করে নিজেদের পকেট ভারী করে ঊশৃংখল কাজের প্রতি কোনো বাধা দিয়ে থাকে না কারণ তারা নিজেরাই ও শৃঙ্খলা পছন্দ করে আপনার পাশের যে ব্যক্তি টা জোর দিয়ে নামিয়ে দেন স্টেজ থেকে তার কোন অধিকার নেই একটা ওয়াজ মাহফিলে অতিথির গ্রহণ করে এই সমস্ত বন্ধুদের কারণে বাংলাদেশ বর্ণনা করা যায় না,0,religion
26381,"আমার অভিযাত্রী তরুণ সেনা,ওরা মানে না অনিয়ম, নতুন দিনের যোদ্ধাদল,শুধু ওরাই ব্যতিক্রম। ওরা বিদ্রোহী,ওরা শান্ত,সমাজ ওদের বোঝেনি,উপহাসের অট্টহাঁসি,ওরা হয়েছে হাঁসির পাত্র। ওরা থামেনি,হয়নি খান্ত, রাজত্তের নিশান তুলেছে,ওরা খেলেছে, ওরা জিতেছে,ওরা যোদ্ধা,ওরা হটায় ভয়, প্রহসন থেমে যায়,ওরা বিজেতা ওরা তো বিজয় ছিনিয়ে নেয় একদিন আমি নেই,থেকে যাবে আমার দর্শন,আমি জানি ওরা বাঁইবে তরী,ওরাই ধরবে হাল,আমি জানি ওরা পারবে,ওদের ভিতর শক্তি অপার লাল সবুজ হবে কলঙ্ক মুক্ত™",0,celebrity
25341,সুষ্ঠু নিয়মে সমন্বিত ভর্তি পরীক্ষার অবশ্যই দরকার আছে। আমরা মেয়েরা দূরের ভার্সিটিতে পরীক্ষা দিতে পারি না। হাতে গোনা কয়েকটি পরীক্ষা দিয়ে ভাগ্যের ওপর নির্ভর করতে হয়  যথেষ্ট হাস্যকর।,0,celebrity
25565,মুক্তিযোদ্ধাদের পক্ষে লেইখা সিমপ্যাথী কামাইতে চাইসিলেন?,0,celebrity
16462,পাপ বাপ কে ছাড়ে না দুই আগে বা পরে,0,crime
24002,ছাত্রলীগ বেয়াদবদের বিচার চাই,0,politics
21191,আল্লাহ্‌ হেদায়েত দেন,0,religion
18054,পরি চালেক নাম বার দাও,0,crime
16161,এই ভদ্রলোক নামে নিরলজ্জ তাহলে আগেও আরোও করমিদের সাথে এসব করেছে 😠,0,crime
16423,পুলিশ আদালত সব বন্ধ করে দিয়ে আপনার মতো লোকদেরকে নিয়োগ দেয়া দরকার। এতো বড় বড় গোয়েন্দা থাকতে কেন যে বাংলাদেশের এতো সমস্যা এখনো রয়ে গেছে বুঝতে পারছি না।,0,crime
14178,আনেক ভালো লাগলো nice,0,entertainment
12929,পাচ ওয়াক্ত নামাজ পড়লে মন শরীর ভালো রাখেন আল্লাহ।।।,0,entertainment
29373,সময় টিভিকে অসংখ ধন্যবাদ আপনাদের সাথেই আছি আমরাএমন প্রতিবেদনের অনেক অনেক অনেক ধন্যবাদ,0,"Meme, TikTok and others"
11705,সব বলদ এসে একগাদা হইছে 😑,0,sports
27294,জাফর-ইকবাল বাবুর হাহা React পাওয়াটা একটা সার্থকতা।,0,celebrity
29998,কলমি পিলিজ আপু মনি অনেক কিওট লাগছে,0,"Meme, TikTok and others"
27888,আমি কাশ্মীর চাই,0,"Meme, TikTok and others"
27801,বসের সাথে একমত,0,"Meme, TikTok and others"
18337,সারা দেশেই নারীরা কর্মক্ষেত্রে উর্ধ্বতন কর্মকর্তার ভোগের বস্তু। অবশ্য কিছু পতিতাও আছে যারা নিজেই নিজর দেহ বিলিয়ে দেয়। এমন নিয়ম প্রয়োজন যে নারীদের কর্মক্ষেত্রে কোনো পুরুষ থাকতে পারবে না আাবার পুরুষদের কর্মক্ষেত্রে কোনো নারী থাকতে পারবে না,0,crime
15019,এক কথায় অতুলনীয়!!!!,0,entertainment
10476,ম্যন অবদা ম্যেছ ম্যন অবদা সিরিজ দুটাই আওয়ামিলিগের কাজের মত হোইছে।পুরা খেলাতো আমিলিগের মত হোইছে পাইনাল টাও একি রকম হোইছে। আপছুচ মুশির জন্য,0,sports
27092,"গতকাল রাতে আমি ঘুমিয়ে ছিলাম।মাবাবা নিচের ফ্লোরে, আমি একা উপরের ফ্লোরে।বড় ভাইয়া বাসায় না থাকায় বাড়িতে আমরা মাত্র এই তিনটি প্রাণি। রাতের বেলা হঠাত দেখি, একটা বাচ্চা হেলে দুলে আমার দিকে আসছে।কুচকুচে কালো, তেল চিকচিক গাল, কান দুটো একটু খাড়াখাড়া, আর চোখ দুটো একেবারে কোঠরের ভেতরে।চাহুনীতে ঐদ্ধত্য ভাব।এক পা রাস্তার বাম পাশে দিচ্ছে আরেক পা দিচ্ছে ডান পাশে।এভাবে হেঁটে হেঁটে ও আমার দিকে এগিয়ে আসছিলো।আমি এই ফাঁকে চিন্তা করতে থাকলাম বাচ্চাটা কোন জাতির হতে পারে? ভূত, প্রেত, পরী, অথবা অন্যকিছু।কিন্তু না কোনো দিকেই ধারণাটা প্রবল হলো না।ভাবতে ভাবতে একটা সময় ও আমার সামনে এসে দাঁড়িয়ে পড়লো।আমার দিকে তাকিয়ে ফিক করে হেসে দিলো। এই হাসিতে এমন একটা উৎকট গন্ধ বেরুলো যে, গন্ধে আমার নাক বন্ধ হয়ে যাওয়ার উপক্রম হয়েছিলো।ওর দাঁত হলুদ,মুখ ময়লাযুক্ত।আমি জিজ্ঞেসা করলাম, নাম কী তোমার? বললো, জাফর ইকবাল।আমার তো চোখ কপালে।আবার জিজ্ঞেসা করলাম, তুমি কোন জাতির? বললো শয়তান জাতির।আমি শয়তানের বাচ্চা জাফর ইকবাল।এটা শুনে আমার খুবই খারাপ লাগলো।বললাম,তুমি এমন নাম কেনো রেখেছো পাল্টে ফেলো! ও বললো, আমার মা রেখেছে।তাই আমি পাল্টাতে পারবো না।আমি কিংকর্তব্যবিমূড়",0,celebrity
18877,ভাই আমি ইন্ডিয়া থেকে বলছি শালার পুত কে জুতা দিয়ে মার ভাই,0,religion
26068,"আমি সেই রাজনীতি চোখ দিয়ে দেখব; কিন্তু মন থেকে বিশ্বাস করতে হবে কে বলেছে?""",0,celebrity
14600,মোশারফ করিম কে আমি ও সবাই ভালো বাসতো কিন্তু ভালো অভিনেতা হলেই সব জানবে এটা ঠিক না। তানা হলে ডক্টর লাইনে পড়ে ইন্জিনিয়ারিং কাজ করা যেতো।তাই বোরকা নিয়ে যে নাস্তিক এর পরিচয় দিয়েছেন তার পর ও নাটক কেউ দেখে না।,0,entertainment
12235,সাকিব আল হাসানের জন্য শুভকামনা রইল ইনশাল্লাহ নির্দোষ প্রমাণিত হবে,0,sports
19997,এই সব হুজুর কে পিটিয়ে বের করা দরকার,0,religion
17250,শিশু টার জন্য কস্ট হচ্ছে।মা টাকে ফাঁসি না দেয়ে জাবতজীবন দিলে ভাল হত,0,crime
23361,ওর বক্তব্যের পরিপ্রেক্ষিতে মানুষ বিচার করবে,0,politics
29775,আগে বউ টি মারা উচিতসে চুপ করে ছিল,0,"Meme, TikTok and others"
21907,অবশ্যই আপনার জন্য দোয়া থাকবে সবসময়।আর এই ভাবে সত্য ঘটনাগুলো উদ্ঘাটন করবেন,0,politics
16335,মুন্নি জরিত বুঝা যাচ্ছে,0,crime
29663,রাম মন্দির ছিল না মোদির সব চক্রান্ত সরকার এরপর সরকার বলেছি কোনদিন ফয়সালা জানাতে পারেনি মোদী কেন শোনাবে মোদি যেটা করেছি ভুল করেছি মোদী তুমি কোনদিনও সুখে থাকতে পারবে না মরার পরে তোমার বিচার আছে আমার সাথে আমার নাম মোহাম্মদ জসিম,0,"Meme, TikTok and others"
28375,রাজাকারের বাচ্চা রাজাকার,0,"Meme, TikTok and others"
27672,ইন্ডিয়ার ধোন চুষবি,0,"Meme, TikTok and others"
18833,আমি মিজানুর রহমানের সব ওয়াছ শুনি মিজানুর রহমানের বালো কথা বলে । আব্বাসি বন্ড বন্ড বন্ড,0,religion
18028,আরে ভাই ফাঁসি টা একটু দেখান ভাই কখন ফাঁসি হবে?,0,crime
12826,"ভাই তুমি কিন্ত ভাগ্য বিড়ম্বনা নাটকটা এখনো আপলোড দাও নাই,বারংবার বলার পরেও।",0,entertainment
14634,অনেক ভাল্লাগলো,0,entertainment
14286,ধর্মকে বুড়া আঙুল দেখিয়ে বিয়ে করছেন মিথিলা। কিন্তু ইসলাম ছাড়া মুক্তি নেই অচিরেই আল্লাহ বুঝিয়ে দিবেন।,0,entertainment
19559,বক্তা মিথ্যাবাদী ওনাকে গণধোলাই দেওয়া উচিত কুরআনের মাহফিলে বাজে মন্তব্য করে কেন?,0,religion
13068,ব্যবহারে বংশের পরিচয় কিন্তু সেটা হয়তো তাদের জানা নেই।,0,entertainment
28080,আপনি কি পাগল,0,"Meme, TikTok and others"
13111,আপনেরা ওদের কাছে কেমনে জান,0,entertainment
13213,দেখতে হিজরার মতো এ কিভাবে নায়কা হয় আসলেয় তার কি কোন মুভি আছে 🐶🐶,0,entertainment
10970,পাপোন কে পিটিয়ে মারা দরকার,0,sports
29534,ধন্য বাদ ভাই তোমাকে,0,"Meme, TikTok and others"
12034,আজ থেকে আর কখনো বাংলাদেশের ক্রিকেট খেলা দেখবোনা।,0,sports
20351,ভালো কে ভালো বলবা খারাফ কে বলবা,0,religion
28555,ওনার টা জে যুলে গেছে সে খেয়াল আছে,0,"Meme, TikTok and others"
17668,লাশ দেখতে চাই,0,crime
13572,ভাল লাগল গল্পটি । বাস্তকব এমন ঘটনা সব সময় ঘটছে।😡😡😡,0,entertainment
25017,২০০১ সালে জামাত বিএনপির সাথে জোট বাঁধে। তার আগে জামাত ইসলাম কোথায় ছিল ?? বিভিন্ন পত্রপত্রিকায় ছবি দেখেন নাই? দেখবেন কিভাবে  আপনারাতো একচোখা দালাল।,0,celebrity
26510,অসাধারণ...,0,celebrity
27907,কোন জিজ্ঞাসা বাদ ছাড়াই পশুটাকে ফাঁসি দেওয়া হোক,0,"Meme, TikTok and others"
19091,পাগল ছাগলের দেশ।,0,religion
28987,লোভে পাপ আর পাপে মৃত্যু এই রানুর ও একদিন এই অবস্থা হবেখুব বাজে এই রানুদি,0,"Meme, TikTok and others"
29220,তবে অপুর সঙ্গে,0,"Meme, TikTok and others"
18576,আমিত এখানে অপমানের কিছুই দেখলাম না,0,religion
16756,মেয়ের কথা শুনে মনে হয় তার ওই জিনিসটা অভাব ছিল যার জন্য স্যারের কাছে গেছিল তাই স্যারের দোষ নাই মেয়ে বলতেছে,0,crime
29137,ফালতু প্রোগ্রাম,0,"Meme, TikTok and others"
18771,খুব ভালো লাগলো বক্তারা হুজুরকে সাপোর্ট দেওয়াতে,0,religion
26383,এত বড় গরুর রচনা লিখার দরকার কি ছিলো?বললেই হতো AL  এর ইশতেহার I'm GPA 5 এর মত।  ভোট ফর নৌকা... 😂,0,celebrity
21804,এমপি মোস্তাফিজুর রহমান আমাদের এমপি 😂😎,0,politics
25468,অফ টপিক//  এই পেইজটার নাম দেখে মেজাজ বিগড়ে গেল। দেখেন তো কোন পদক্ষেপ নেয়া যায় কি না - https://www.facebook.com/Dr.Mohammad.Zafar.Iqubal,0,celebrity
19125,খুবি ছিলো,0,religion
13366,শাবনুর আপুর অভিনয় দেখতে কার কার ভালো লাগে 💜💜💜💜💜💜🙌🙌🙌🙌 like 👍👍👍,0,entertainment
28260,মুক্তিযোদ্ধাঢাকা বিশ্ববিদ্যালয়ের প্রফেসর,0,"Meme, TikTok and others"
27066,"রচনা পড়ার সময় এখন আর নাই স্যার , সবাই এখন রাস্তায়",0,celebrity
23410,লুটে পুটে খাচ্ছে এই সরকার এটা কনো সন্দেহ নাই,0,politics
24097,ভাইয়া তুমি একটা জিনিস,0,politics
26658,আন্দোলনের সময় একটা ট্রাক এক বাচ্চার উপরে তুলে দিলো কেন?  জাফর স্যার জবাব দ্যান?,0,celebrity
22189,কিছুদিন আগে ছিল হেলমেট লীগ। এখন বের হইছে ডিম লীগ।হায়রে বাংলাদেশ,0,politics
29291,ঘুষ ছাড়া চাকরি হয় নাকি এখন,0,"Meme, TikTok and others"
10733,বাংলাদেশীরা কাকড়ার জাত।,0,sports
24532,"জিয়ার সামনে ছিল দুর্ভিক্ষের ইতিহাস, রক্তারক্তির ইতিহাস, লুটপাটের ইতিহাস, বাংলাদেশে ভারতের নগ্ন হস্তক্ষেপের ইতিহাস। এগুলোকে মাড়িয়ে জিয়াকে সামনে এগোতে হয়েছে। জিয়া যখন ক্ষমতায় আসেন তখন মানুষের পেটে ভাত ছিল না, কাজের সুযোগ ছিল না, গায়ে জড়ানোর কাপড়েরও অভাব ছিল। জিয়ার জন্য তখন ""চেতনা"" নামক ভাব বিলাসের সময় ছিল না।  ৭১-৮১ টাইমলাইন দেখলে পর্যন্ত পরম শত্রুও স্বীকার করবে জিয়ার মধ্যে ""চেতনার"" আধিক্য না থাকলেও প্রচন্ড ""দেশপ্রেম"" ছিল। জিয়া শুধু সে পথেই এগিয়েছেন। আর মানুষ ক্ষমতা চায় নিজের উদরপূর্তি করার জন্য, জিয়া এই ক্ষমতা তো নিজের আখের গোছানোর জন্য ব্যবহার করেননি, জিয়ার সততা এখনো প্রবাদতুল্য। অনেক ঘাত-প্রতিঘাত-বিপ্লব-প্রতিবিপ্লব পেরিয়ে একটা সমৃদ্ধ বাংলাদেশ গড়ার জন্য মৃত্যুর আগ পর্যন্ত কাজ করে গেছেন!  এবার আসা যাক ""পাকিস্তানপন্থী"" শব্দটার ডিসেকশনে। এই শব্দটা শুনলেই এখনকার চেতনাপন্থী জেনারেশন নাক কুচকে ফেলে। ১৯৭১ সালে অখন্ড পাকিস্তান চাওয়া লোকদেরই বলা হয় পাকিস্তানী। আমরা স্বাধীন বাংলাদেশের পক্ষে অবস্থান নিয়েছিলাম, কিন্তু কেন তারা অখন্ড পাকিস্তানের পক্ষে ছিল সেইটা কখনো ভাবনায় এনেছি? সেইটা নিয়ে বড় থ্রেডে কখনো আলোচনা করা যাবে। যারা পাকিস্তানপন্থী ছিল, তাদের মাথায় কি শুধুই গোবর ছিল?  শুধুমাত্র পাকিস্তানের পক্ষে মত দেয়ার জন্যই কি তাদের সব বর্জনীয়? (আই রিপিট নো স্পেইস ফর মানবতাবিরোধী অপরাধী,শুধুমাত্র তাদের কথা যারা অখন্ড পাকিস্তান চেয়েছিলেন) বিভিন্ন সুত্র কিন্তু এইটা বলছে না। নীলিমা ইব্রাহিমসহ বিভিন্ন সুত্র যেসব নাম আমাদের জানতে পারি প্রত্যেকটাই পিলে চমকানোর মতন ভয়াবহ! ফররুখ আহমেদ, মুনীর চৌধুরী, আহসান হাবিব, ফতেহ লোহানী,এ টি এম শামসুজ্জামানসহ অনেক প্রথিতযশা লোকই এই তালিকায় ছিলেন।  জিয়ার সরকারে আর শাসনক্ষমতায় মুক্তিযোদ্ধার পাশাপাশি হরেকরকম মানুষ ছিল। এখানে পাকিস্তানপন্থী শাহ আজিজুর রহমানেরাও ছিল। জিয়া চেয়েছিলেন তাদের মেধাগুলো দেশের জন্য কাজে লাগাতে এবং একই সাথে এদের মেধা যেন বাংলাদেশের বিরুদ্ধে কাজে না লাগে সেটার রাস্তা বন্ধ করতে। আরেকটা ব্যাপার হচ্ছে,জিয়াউর রহমানের সরকারে উল্লেখযোগ্যসংখ্যক মুক্তিযোদ্ধা থাকলেও রাষ্ট্রযন্ত্রের বিভিন্ন জায়গায় ""সক্ষম"",""যোগ্য"" এবং ""দূরদৃষ্টিসম্পর্ক"" লোকের অভাব ছিল, যেটা কাটাতে তিনি এই লোকদের এখানে শরীক করেন। কিন্তু অবশ্যই এখানে একটা বড় ব্যাপার ছিল তারা ""বর্তমান"" বাংলাদেশের প্রতি লয়াল ছিল কিনা। তারা তার প্রমাণ দিয়েছেন।",0,celebrity
28893,একজন মজাদার মানুষখুব ভাল লাগে,0,"Meme, TikTok and others"
26470,"এই দেশ জনগনের দেশ না, এটি পুরো কিছু হিংস্র পশুর দেশ হয়ে যাচ্ছে, হিংস্র কিছু হায়না এই দেশকে ধংশের মুখে ফেলে দেশবাশিকে  বাশঁ  দিয়ে রাখছে।",0,celebrity
28031,এক সময়ের ক্রাশ ময়ূরী,0,"Meme, TikTok and others"
12948,ভাই রুবেল ভাই এর লড়াই মুভি দেখতে চাই,0,entertainment
28779,সাকিব অপুর জুটি এক চাই,0,"Meme, TikTok and others"
16584,কে করবে কার বিচার বাংলাদেশের শব নেতা খেতা এমন কি দেশের প্রধান শে নিজেও অপরাধী,0,crime
15553,"বালের পাটাকা, বালের গান",0,entertainment
12117,ছিছিছি লজ্জা করলো না।,0,sports
26243,"কোটা আন্দোলন কে বিশেষ গুরুত্ব দিয়ে স্যার লিখেছেন, এক কথায় কোটা আন্দোলনকারী রা সবাই জামাত বিম্পি, এইটা ঘুরিয়ে পেচিয়ে তিনি পরিস্কার করে বলে দিয়েছেন, তারা যে তারুন্যের ইশতেহার দিয়েছেন, সেটাকে ঘুরিয়ে পেচিয়ে জামাত বিম্পির ইশতেহার বানিয়ে দিলেন,   তাদের আন্দোলনের সফলতা কেও স্যার স্বীকার করে নিয়েছেন, ধন্যবাদ স্যার, এই সত্য স্বীকার করার জন্য। এর মানে দাড়ালো ন্যায্য অধিকারের বেলায় সকল আন্দোলন জন সমর্থন পায়।  সেটা জামাত বিম্পি করুক, আর আওয়ামীলীগ করুক।   জন সমর্থনবীহিন আন্দোলন করে জামাত বিম্পিও যেমন সফলতা পায়নি। তেমনি জনসমর্থনহীন লেখা লিখে অনেক লেখক ই আস্তাকুরে চলে যাবে কালের বিবর্তনে।",0,celebrity
28725,সম্রাটের চেয়েও ইমনকে নিয়ে অনেক ভালো হইছে,0,"Meme, TikTok and others"
25976,"হইছে তুমরা বাদ দেও,উনার গায়েবানা জানাজা পড়তে হবে না,উনি বাইচ্ছা আছেন।",0,celebrity
23789,সব যুবকদের নেতৃত্য চাই।,0,politics
26941,রবিউল আউয়াল শরীফ ব্যাপী বেশি বেশি দরূদ শরীফ পাঠ করা ঈদে মীলাদুন্নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামা পালনের অন্যতম সহজ ও শ্রেষ্ঠ মাধ্যম। ‎اللهم صل علي سيدنا محمد و علي ال سيدنا محمد بارك و سلم,0,celebrity
13860,আরে বা চম্যকার মুভি<br />রোবেল ভাইয়ের মুভি মানেই সুপার হিট মুভি,0,entertainment
14794,বাংলাদেশে আইন বলে কিছু নাই ।যার ক্ষমতা বেশি সে যা চাইবে ইচ্ছা করবে তাই আইন,0,entertainment
16070,আমি ও মেয়েটির ফাঁসি চাই কান্না ধরে রাখতে পারিনি,0,crime
28240,ওর খমা গু খাওয়া,0,"Meme, TikTok and others"
21091,সালায়  ভন্ড,0,religion
22834,বাংলার বাঘিনী রুমিন ফারহানা আপু আপনি চালিয়ে যান আমরা আপনার পাশে আছি খালেদা জিয়া আমাদের মা,0,politics
26483,বাংলাদেশের লোক জন সত‍্যিই অসুস্থ। ....,0,celebrity
28294,শাকিব তো বুবলী কে নিয়ে বেসতো তাহলা জয়ের কথা কখন সে ভাবে যত সব ফালতু কথা,0,"Meme, TikTok and others"
15031,এই নদীতে যদি একবার গোসল করে পারতাম মনে অনেক আনন্দ পেতাম যারা যারা এই নদিতে গোসল করতে চাও তাহলে চলে আসো এই বাংলোতে। এরকম হট মুভি দেখা যাচ্ছে না আগের মতো।,0,entertainment
26944,"সবাই লাইনে দাড়ান, কেউ ঠেলাটেলি করবেন না,  সবাইকে সুযোগ দেওয়া হবে 😋",0,celebrity
13242,এদের জন্য দুনিয়াটাই সবকিছু আখিরাতে কি জানি কি হবে ❕,0,entertainment
16141,করা আলাদের দোস নেই ক্যামেরাই আলার দোস,0,crime
26266,আপনি পচে গেছেন। বার বার কোটা নিয়ে ভিন্ন ভিন্ন ভাবে ছাত্রদের বিরুদ্ধে পুরো বিষয়টা  না জেনে লিখে সরকারের দালালি করছেন। মতিয়া আপার বক্তব্য এর প্রতিবাদ করাতে আপনার ভালো লাগল না। ফালতু দালাল কোথাকার,0,celebrity
17268,এই ভিডিও দেখার পর কমেন্ট না করে পারলাম না এর সাথে মিন্নি জড়িত তার প্রমান তার স্বাভাবিক হাটা স্বামীকে মারতে মারতে নিয়ে যাচ্ছে অথচ তার কোন প্রতিবাদ নেই এর নাম ভালোবাসা,0,crime
21465,হলের ভিতর কি ডিম বেচে ভাই। আগের পরিকল্পনা,0,politics
14375,এই মুভিটি রিমেক করার দরকার।,0,entertainment
16281,বোধ হয় অন্ত স্বত্বা,0,crime
11441,যদিও আমি একজন সিলেটি তার পরেও আমি চাই মুশি ভাইয়ের হাতে কাপটা উটুক,0,sports
12386,অসাধারন লাগলো আমিত ভাই😊😊😊,0,sports
16045,একটা মেয়ে এতগুলি সন্রাসীদের সাথে কিছু কি করতে পারে?,0,crime
28568,মমতা ব্যানার্জি যদি ভারতের প্রধান মন্ত্রী হন পুরো ভারত বদলে যাবে ভারতের প্রধান মন্ত্রী হওয়া উচিত মমতা ব্যানার্জি,0,"Meme, TikTok and others"
13699,এই ছবিটা অনেকআগে দেখেছিলাম এখনো আমারমনে পরে।,0,entertainment
17559,ছি ছি ছি এই সব কি জুতোর মালা দিয়ে দেশের ভীতর ঘুরানো দরকার,0,crime
27573,তুই জাহান নামে জাবি,0,"Meme, TikTok and others"
13798,আর এখনকার কিছু গান শুনলে মানুষ হাটপেল হয়ে যায়।,0,entertainment
12214,যদি আপনারা হাসাহাসি ভিডিও দেখতে চান তাহলে আমার চ্যানেল ঘুরে আসুন,0,sports
20447,এই ভন্ডটারেই আপনাদের নিতে হইলো??? আব্দুর রাজ্জাক বিন ইউসুফকে চোখে দেখেন না?,0,religion
13821,আমার প্রিয় একটা ছবি,0,entertainment
22609,দেশে কি হলো এই শালী কি মরণের ভয় নেই। ভাইরে আমার কাছে যদি একটা পারমানবিক থাকতো ।সবাই কে উড়িয়ে দিতাম।,0,politics
28005,মালাউন তুরা দংস হবে,0,"Meme, TikTok and others"
