	text_id	text	task_1	task_2	task_3	clean_text
2933	hasoc_hi_1323	समझ नही आ रहा है कि - Exit pol का evm से क्या सम्बन्ध है ?	NOT	NONE	NONE	समझ नही आ exit pol evm क्या सम्बन्ध
555	hasoc_hi_5338	एक माँ का लाल छीन लिया   वजह सिर्फ इतनी की #मुसलमान था वो.  #तबरेज_अन्सारी  बोल तो दिया था #जयश्रीराम फिर मार क्युं डाला हरामखौंरौं?	NOT	NONE	NONE	माँ लाल छीन लिया वजह सिर्फ इतनी #मुसलमान वो #तबरेजअन्सारी बोल #जयश्रीराम मार क्युं डाला हरामखौंरौं
2174	hasoc_hi_6694	नहीं दोस्त...! ऐसे लोगों को नजरअंदाज नहीं करना चाहिए! पूरे #देश को पता होना चाहिए कि हमारे देश में किस तरह से #देश_विरोधी ताकतें काम करती हैं और कैसे हमारे देश को बर्बाद करने का #षड्यंत्र रचा जाता है इन जैसे #कमीने #बुद्धिहीन लोगों का इस्तेमाल करके!	HOF	OFFN	TIN	दोस्त लोगों नजरअंदाज चाहिए पूरे #देश पता चाहिए हमारे देश #देशविरोधी ताकतें काम करती कैसे हमारे देश बर्बाद #षड्यंत्र रचा जाता #कमीने #बुद्धिहीन लोगों इस्तेमाल करके
3335	hasoc_hi_7736	मुसलमान को नेता बनाओ या उपराष्टपति ये अपनी जिहादी गंदगी कभी नही छोडते  इसी सूअर की औलाद इमरान हुसैन ने कहा था कि पेडों को बचाने के लिए हिन्दुओं को दाहसंस्कार सीएनजी या बिजली से करवाना चाहिए  जबकि ये सूअर के मरने के बाद भी जगहों को बरबाद करते है कब्र के नाम पर	HOF	OFFN	TIN	मुसलमान नेता बनाओ उपराष्टपति जिहादी गंदगी कभी नही छोडते सूअर औलाद इमरान हुसैन पेडों बचाने हिन्दुओं दाहसंस्कार सीएनजी बिजली करवाना चाहिए जबकि सूअर मरने जगहों बरबाद कब्र नाम
2876	hasoc_hi_7710	हरामी तुमलोगो ने ही करवाया है ये सब।	HOF	OFFN	TIN	हरामी तुमलोगो करवाया सब।
3177	hasoc_hi_15	सौरभ जी #Media420 की नमक हरामी की हद तब पार हुई ,जब पाकिस्तान में नाबालिग हिंदू बच्ची का मुस्लिम ने अपहरण करके उसे इस्लाम धर्म अपनाने के लिए मजबूर किया  , इस बारे मे ना तो मीडिया ने मुंह खोला और ना ही सरकार द्वारा कोई ठोस कदम उठाया गया	HOF	HATE	TIN	सौरभ जी #media420 नमक हरामी हद पार पाकिस्तान नाबालिग हिंदू बच्ची मुस्लिम अपहरण करके इस्लाम धर्म अपनाने मजबूर बारे मीडिया मुंह खोला सरकार ठोस कदम उठाया
1799	hasoc_hi_3921	साई बाबा मुसलमान था।  If at all any one has any question I will reply.	NOT	NONE	NONE	साई बाबा मुसलमान था। if at all any one has any question i will reply
4078	hasoc_hi_4654	हराम के पिल्ले रहते है भोसडीके सब .....	HOF	PRFN	UNT	हराम पिल्ले रहते भोसडीके सब
1625	hasoc_hi_6472	मुद्दत की मुलाक़ातों के बाद ये मका़म आया है ...   हज़ार ख्वाहिशों के बीच एक ख़्वाब का अंजाम आया है ..   मेरी धड़कन ज़रा दिल थाम के  तू चलना...   उसके लबों पे आज मेरा नाम आया है ..    @JaunSee @kuchshabd @DrKumarVishwas @manojmuntashir  #हिन्दी_शब्द   #बज़्म	NOT	NONE	NONE	मुद्दत मुलाक़ातों मका़म आया हज़ार ख्वाहिशों बीच ख़्वाब अंजाम आया मेरी धड़कन ज़रा दिल थाम तू चलना लबों आज मेरा नाम आया #हिन्दीशब्द #बज़्म
4095	hasoc_hi_2543	गायींना विशेष दर्जा, आधार कार्ड बनवली.  पण त्यांच्या सुरक्षेचं काय? आश्रमाच्या गौशाळेत बलात्कार म्हणजे कहर झाला.     थू असल्या #नीच लोकांवर	HOF	OFFN	UNT	गायींना विशेष दर्जा आधार कार्ड बनवली पण त्यांच्या सुरक्षेचं काय आश्रमाच्या गौशाळेत बलात्कार म्हणजे कहर झाला थू असल्या #नीच लोकांवर
127	hasoc_hi_1762	रामरहीम को खेती करने के लिए जेल से रिहा करेगी..  भाजपा सरकार,   इतना सुनते ही आशाराम भी 'धनिया' बोने की तैयारी में !!    @Anjupra7743	NOT	NONE	NONE	रामरहीम खेती जेल रिहा करेगी भाजपा सरकार इतना सुनते आशाराम धनिया बोने तैयारी
2415	hasoc_hi_5221	Kyunki 5000 computer laptop Sarkar ko dikhaya 20000 ka laptop kitne Bada ghotala Akhilesh Yadav Khud Karke baitha hai	NOT	NONE	NONE	kyunki 5000 computer laptop sarkar ko dikhaya 20000 ka laptop kitne bada ghotala akhilesh yadav khud karke baitha hai
547	hasoc_hi_3399	योगी आदित्यनाथ भारत का अकेला ऐसा मुख्यमंत्री है !!    जिसे यूपी को छोड़कर बाकी हर राज्य की चिंता है !  	NOT	NONE	NONE	योगी आदित्यनाथ भारत अकेला ऐसा मुख्यमंत्री यूपी छोड़कर बाकी हर राज्य चिंता
3640	hasoc_hi_3813	Sahi kha,lajwaab sangeet itni meethi aawaaz mei	NOT	NONE	NONE	sahi khalajwaab sangeet itni meethi aawaaz mei
4080	hasoc_hi_6132	जायरा वसीम ने कहा 'इस्लाम में अभिनय हराम' है  तो क्या   मीनाकुमारी,   मधुबाला    सायराबानों,   शबानाआजमी,   तब्बु   नरगिस   माना कादरी   शबाना रजा   दिया मिर्जा   फ़राह खान   जरीना वहाब   वहिदा रहमान   मुमताज   आयशा टाकिया   हुमा कुरैशी   सोहा अली खान   सलमान,   शाहरुख   अमिर   दिलीप   सब   हरामी हैं?	HOF	OFFN	UNT	जायरा वसीम इस्लाम अभिनय हराम क्या मीनाकुमारी मधुबाला सायराबानों शबानाआजमी तब्बु नरगिस माना कादरी शबाना रजा मिर्जा फ़राह खान जरीना वहाब वहिदा रहमान मुमताज आयशा टाकिया हुमा कुरैशी सोहा अली खान सलमान शाहरुख अमिर दिलीप सब हरामी
4599	hasoc_hi_7350	तेरे माँ की चू@त मै मेरा l@nd bh@dwe gatar ki paidaish lu@nd ke chilke  नीम का पत्ता कड़वा है  @ibeingdevil इसका बाप धोनी भड़वा है	HOF	PRFN	TIN	तेरे माँ चूत मै मेरा l bh gatar ki paidaish lu ke chilke नीम पत्ता कड़वा बाप धोनी भड़वा
3312	hasoc_hi_7058	आज बहुत दुख हुआ आपको सुनकर आप अपनी नाकामयाबी को सुनना नहीं चाहते सच्चाई कड़वी होती है भाषा शैली भी बदल गई है आपकी कार्यकर्ताओं को आपका उत्साह चाहिए आप से उत्साह चाहिए आप हौसला गिरा देते हो लोगों के सामने विधानसभा में भी नीचे गिरना तय है अगर इसी तरीके से काम करते रहे जमीन पर उतरना बहुत आवश्यक है आपका आपके ही पास आएगा और कहां जाएगा आप को समझना चाहिए	NOT	NONE	NONE	आज दुख आपको सुनकर नाकामयाबी सुनना चाहते सच्चाई कड़वी भाषा शैली बदल गई आपकी कार्यकर्ताओं आपका उत्साह चाहिए उत्साह चाहिए हौसला गिरा देते लोगों सामने विधानसभा गिरना तय अगर तरीके काम जमीन उतरना आवश्यक आपका आपके पास आएगा कहां जाएगा समझना चाहिए
1110	hasoc_hi_4506	लुट्येन्स के हरामियों @aroonpurie @sardesairajdeep @TimesNow @ndtv अगर विजवर्गीय पर रंडी रोना खत्म हो गया हो तो इधर भी देख लो। 	HOF	PRFN	TIN	लुट्येन्स हरामियों अगर विजवर्गीय रंडी रोना खत्म इधर देख लो।
914	hasoc_hi_896	नांदेड़ महाराष्ट्र: देश में बढ़ रही मॉब लिंचिंग की वारदातों के ख़िलाफ़ एवं झारखंड के सरायकेला में लिंच किए गए तबरेज़ अंसारी के इंसाफ़ के लिए आज नांदेड़ कलेक्टर ऑफिस के सामने ए आई एम आई एम और वंचित बहुजन आघाडी ने धरना-प्रदर्शन किया. @asadowaisi @Prksh_Ambedkar	NOT	NONE	NONE	नांदेड़ महाराष्ट्र देश बढ़ रही मॉब लिंचिंग वारदातों ख़िलाफ़ झारखंड सरायकेला लिंच किए गए तबरेज़ अंसारी इंसाफ़ आज नांदेड़ कलेक्टर ऑफिस सामने ए आई एम आई एम वंचित बहुजन आघाडी धरनाप्रदर्शन
2085	hasoc_hi_6070	सड़क छाप संघियों का हिंदुत्व आसाराम से शुरू होता है और पादवी प्रज्ञा पर खत्म.. 	HOF	OFFN	TIN	सड़क छाप संघियों हिंदुत्व आसाराम शुरू पादवी प्रज्ञा खत्म
1562	hasoc_hi_6282	रेशमा की मेरे साथ तीसरी चुदाई 	HOF	PRFN	TIN	रेशमा मेरे तीसरी चुदाई
43	hasoc_hi_5122	जिस देश में #कन्हैया_कुमार जैसा पढ़ा लिखा युवा हार जाए #आतंकवादी_प्रज्ञा जीत जाए  उस देश की जनता का   भगवान भला करे  @pankhuripathak @kanhaiyakumar @DrKumarVishwas @satender1234123 @LambaAlka @shaila_rashid	NOT	NONE	NONE	देश #कन्हैयाकुमार पढ़ा लिखा युवा हार जाए #आतंकवादीप्रज्ञा जीत जाए देश जनता भगवान भला करे
807	hasoc_hi_4001	क्या हो गया है दिन्दुओ को एक मुस्लिम धर्म गुरु लाइव टेलीकास्ट मैं दुर्गा को रंडी और हिन्दुओ को सैकड़ो अपशब्द कह के चला जाता है और इस देश मे न विरोध न कोई केस दर्ज, ये चेनल वाले TRP के लिए हिन्दुओ को गाली देने ऐसे कमीनो को अपने शो पर जगह देते हैं   @RajatSharmaLive पर कैसेदर्ज़ हो	HOF	PRFN	TIN	क्या दिन्दुओ मुस्लिम धर्म गुरु लाइव टेलीकास्ट मैं दुर्गा रंडी हिन्दुओ सैकड़ो अपशब्द कह चला जाता देश विरोध केस दर्ज चेनल trp हिन्दुओ गाली देने कमीनो शो जगह देते कैसेदर्ज़
2843	hasoc_hi_3947	देश को अब पता चल चुका है कि भाजपा का असली चाल चरित्र और चेहरा कैसा है ~ वो एक अतंकवादी #गोडसे को सपोर्ट करते है और महात्मा गांधी से नफ़रत ~ #प्रज्ञा_ठाकुर और हेगड़े ने वहीं कहा जो इनके बड़े नेता हमेशा से कहते रहे है  ~ यही #गोडसे प्रेम #RSS aur #BJP की सोच है ~ #AbHogaNYAY	HOF	HATE	TIN	देश अब पता चल चुका भाजपा असली चाल चरित्र चेहरा कैसा ~ वो अतंकवादी #गोडसे सपोर्ट महात्मा गांधी नफ़रत ~ #प्रज्ञाठाकुर हेगड़े इनके बड़े नेता हमेशा ~ #गोडसे प्रेम #rss aur #bjp सोच ~ #abhoganyay
2134	hasoc_hi_1050	मोदी के लिए एक ही शब्द काफी है #नीच	HOF	OFFN	TIN	मोदी शब्द काफी #नीच
4486	hasoc_hi_2400	'आतंक' से 'आतंक' अब लड़ेगा  पाकिस्तान फिदायीन की मौत मरेगा !  आतंकिस्तान के खिलाफ कश्मीर की गवाही  देखिए घंटी बजाओ स्पेशल  रात 10.30 बजे	NOT	NONE	NONE	आतंक आतंक अब लड़ेगा पाकिस्तान फिदायीन मौत मरेगा आतंकिस्तान खिलाफ कश्मीर गवाही देखिए घंटी बजाओ स्पेशल रात 1030 बजे
4353	hasoc_hi_4871	That is why he is unable to speak against his friends,  मैंने इनका नमक खाया हैं। नमक हरामी कैसे करूँ।  @drharshvardhan	NOT	NONE	NONE	that is why he is unable to speak against his friends मैंने नमक खाया हैं। नमक हरामी कैसे करूँ।
2122	hasoc_hi_5866	पर ये #कुत्ते ऐसा कर क्यों रहे है, सार्वजनिक बसों में तोड़/फोड़ अपराध है, क्यों इस सम्पति को नुकसान पहुँचा रहे है?? क्या ये देश की संपत्ति इनकी सम्पति नही है ?? या ये #कमीने ऐसा नही मानते !!!	HOF	OFFN	UNT	#कुत्ते ऐसा क्यों सार्वजनिक बसों तोड़/फोड़ अपराध क्यों सम्पति नुकसान पहुँचा क्या देश संपत्ति इनकी सम्पति नही #कमीने ऐसा नही मानते
1318	hasoc_hi_7611	BMC के कंट्रोल रूम पहुंचे सीएम @Dev_Fadnavis -     #MumbaiRainsLiveUpdates #MumbaiRainlive #MumbaiRain      https://zeenews.india.com/hindi/live-tv 	NOT	NONE	NONE	bmc कंट्रोल रूम पहुंचे सीएम #mumbairainsliveupdates #mumbairainlive #mumbairain https//zeenewsindiacom/hindi/livetv
2759	hasoc_hi_2969	ये सुअर  है बम  विस्फोट कांड कर देता तेरे  घर में सब कुछ धर्म का पता चला जाता आतंक का धर्म नहीं होता बम  fodane वाले जोर जोर आल्हा हु अकबर kahtaa है ओर आतंकवाद का कोइ धर्म नहीं होता है  तेरे घर में बम  विस्फोट कांड कर देना चाहिए तब पता चल जाता तो सहि होता   जय हिंद जय भारत	HOF	PRFN	UNT	सुअर बम विस्फोट कांड देता तेरे सब धर्म पता चला जाता आतंक धर्म बम fodane जोर जोर आल्हा हु अकबर kahtaa आतंकवाद धर्म तेरे बम विस्फोट कांड देना चाहिए पता चल जाता सहि जय हिंद जय भारत
3102	hasoc_hi_968	कल @Harsh7tripathi ने मुझसे कहा कि भाई जब से ब्रेकअप हुआ है तब से पूरी जिंदगी में अंधेरा हो गया है  .  .  .  .  .  .  .  Me- भाई जब सारे चाँद तारे तू पहले ही तोड़ चुका है तो अब अंधेरा तो होगा ही।  	HOF	HATE	TIN	कल मुझसे भाई ब्रेकअप पूरी जिंदगी अंधेरा me भाई सारे चाँद तारे तू तोड़ चुका अब अंधेरा होगा ही।
1154	hasoc_hi_4862	कहा जा photo डाल रहे हो, कटे लुंड देख तो के	HOF	PRFN	UNT	photo डाल कटे लुंड देख
1442	hasoc_hi_1513	नींद क्यो नही आएगी भाई उनको मासूम बच्चे ही तो मर रहे है, कोई उनके घर का थोड़े न कोई मर रहा है?    जब आपने BJP विकास पे नही बल्कि हिन्दू-मुस्लिम और हिंदुत्व के नाम पे वोट दिया तो अब अस्पतालों मे बदहाली पे सरकार जिम्मेदार कैसे?    अब ऐसे ही जनता रोती रहेगी हमारी सरकार सोती रहेगी।	HOF	HATE	TIN	नींद क्यो नही आएगी भाई मासूम बच्चे मर थोड़े मर आपने bjp विकास नही बल्कि हिन्दूमुस्लिम हिंदुत्व नाम वोट अब अस्पतालों बदहाली सरकार जिम्मेदार कैसे अब जनता रोती रहेगी हमारी सरकार सोती रहेगी।
3574	hasoc_hi_6758	इन भोश्री वाले मुल्लो के भड़वे मुहाम्मद ने   इन सूअर के बच्चो को जानवरों के साथ भी करने कि इजाज़त दी हुई है     भड़वे मुहॉम्मद का भड़वा धर्म     इन सालो को सिर्फ हवस मिटानी है फिर चाहे जैसे भी हो 	HOF	PRFN	TIN	भोश्री मुल्लो भड़वे मुहाम्मद सूअर बच्चो जानवरों इजाज़त दी भड़वे मुहॉम्मद भड़वा धर्म सालो सिर्फ हवस मिटानी चाहे
554	hasoc_hi_2966	एक नंबर का भड़वा आदमी है! 	HOF	PRFN	UNT	नंबर भड़वा आदमी
1451	hasoc_hi_6890	World Cup 2019: रोहित के शतक पर इंग्लैंड ने फेरा पानी, भारत को 31 रनों से हराया    #CWC19 #INDvENG   https://abpnews.abplive.in/sports/india-vs-england-icc-cwc-2019-england-end-in-indias-winning-streak-1157638 …	NOT	NONE	NONE	world cup 2019 रोहित शतक इंग्लैंड फेरा पानी भारत 31 रनों हराया #cwc19 #indveng https//abpnewsabplivein/sports/indiavsenglandicccwc2019englandendinindiaswinningstreak1157638 …
3411	hasoc_hi_4244	अरे sir जी 2-5 लाख भी बहुत ज़्यादा है एक कमरे की रेनोवेशन के लिए। फर्श पे इटालियन मार्बल लगा रहा है क्या। केजरीवाल जैसा हरामी और corrupt कोई नहीं।  इसने तो corruption में सबको पीछे छोड़ दिया।	HOF	OFFN	TIN	अरे sir जी 25 लाख ज़्यादा कमरे रेनोवेशन लिए। फर्श इटालियन मार्बल लगा क्या। केजरीवाल हरामी corrupt नहीं। इसने corruption सबको पीछे छोड़ दिया।
704	hasoc_hi_7286	चलो 2-3 खिलाड़ीयो के योगदान से ही भले हम सेमी-फाइनल में पहुँच गए है।    बुमराह-रोहित और कोहली न होते तो पता आज हम क्वालीफाई भी कर पाते कि नही।    उम्मीद करता हूँ कि बाकी के 8 खिलाड़ी भी अपना खेल दिखाए और देश को तीसरा वर्ल्ड कप दिलाए।    #INDvBAN	NOT	NONE	NONE	चलो 23 खिलाड़ीयो योगदान भले हम सेमीफाइनल पहुँच गए है। बुमराहरोहित कोहली पता आज हम क्वालीफाई पाते नही। उम्मीद हूँ बाकी 8 खिलाड़ी खेल दिखाए देश तीसरा वर्ल्ड कप दिलाए। #indvban
4419	hasoc_hi_4806	भोसडीके अच्छे से बोल रहा हूँ तो तुम्हारा मूड खराब हो रहा है 	HOF	PRFN	TIN	भोसडीके अच्छे बोल हूँ तुम्हारा मूड खराब
461	hasoc_hi_5781	आतंकवाद, पत्थरबाज पर भारत का अभिन्य अंग।	NOT	NONE	NONE	आतंकवाद पत्थरबाज भारत अभिन्य अंग।
2579	hasoc_hi_5696	चूड़ी ,बिंदी , काजल और झुमका   सब तेरी पसंद के पहने..  फिर भी तेरी पसंद ना बन पाई...!!    क्या असुंदर होना भी दोष है मेरा ??    #हिन्दी_शब्द    #एक_खुशी                                     #शब्दनिधि 	NOT	NONE	NONE	चूड़ी बिंदी काजल झुमका सब तेरी पसंद पहने तेरी पसंद बन पाई क्या असुंदर दोष मेरा #हिन्दीशब्द #एकखुशी #शब्दनिधि
1037	hasoc_hi_4980	कल रात अपने संसदीय क्षेत्र के कार्यकर्ताओं का अभिनंदन करने पहुँचा तो कार्यकर्ताओं ने गंगा मइया यमुना मइया और भारत माता का जयघोष कर लिया संकल्प - देश में मोदी, दिल्ली में भाजपा..	NOT	NONE	NONE	कल रात संसदीय क्षेत्र कार्यकर्ताओं अभिनंदन पहुँचा कार्यकर्ताओं गंगा मइया यमुना मइया भारत माता जयघोष लिया संकल्प देश मोदी दिल्ली भाजपा
4089	hasoc_hi_7025	जो भी #केसरिया (भगवा) का विरोध करता है, वो रंग का नहीं #तिरंगे का 'हिंदुस्तान' का विरोधी है।  वो दस बापों का/की औलाद और इंटरनैशनल भड़वा और रंडी है।  @INCIndia  @MehboobaMufti  @bjp  @OmarAbdullah	HOF	PRFN	UNT	#केसरिया भगवा विरोध वो रंग #तिरंगे हिंदुस्तान विरोधी है। वो दस बापों का/की औलाद इंटरनैशनल भड़वा रंडी है।
605	hasoc_hi_902	आपके इंतज़ार का दर्द तो हम चुपचाप सहते हैं;  क्योंकि आप ही हो जो हर पल हमारे दिल में रहते हो;  ना जाने हमें नींद आएगी भी या नहीं;  मगर आप ठीक से सो सको इसलिए आपको शुभ रात्रि कहते हैं।  शुभ रात्रि!   	NOT	NONE	NONE	आपके इंतज़ार दर्द हम चुपचाप सहते क्योंकि हर पल हमारे दिल रहते जाने हमें नींद आएगी ठीक सको इसलिए आपको शुभ रात्रि हैं। शुभ रात्रि
902	hasoc_hi_4072	इस आरक्षण का लाभ उन लोगों को नहीं मिलेगा जिन्हें पहले से ही एसटी, एससी और ओबीसी कोटे के तहत लाभ मिल रहा है	NOT	NONE	NONE	आरक्षण लाभ लोगों मिलेगा एसटी एससी ओबीसी कोटे तहत लाभ मिल
3768	hasoc_hi_4503	फादरणिय  सेक्युलंड जी पहले जानकारी हासिल करिए,मंदिर नहीं तोड़ा किसी ने ,दो पक्षों के पथराव के चलते कुछ पत्थर बारी के बाहर लगे काच को लगे जिससे वह टूट गया ,फिर हरामी पत्तल कार और काली चौदस की पैदाइश भक्तो ने चड़ा बढ़ाकर पेश किया है ,मामला पता करो बाद में क्रांति करेंगे मिलकर	HOF	HATE	TIN	फादरणिय सेक्युलंड जी जानकारी हासिल करिएमंदिर तोड़ा पक्षों पथराव चलते पत्थर बारी बाहर लगे काच लगे जिससे टूट हरामी पत्तल कार काली चौदस पैदाइश भक्तो चड़ा बढ़ाकर पेश मामला पता करो क्रांति करेंगे मिलकर
2821	hasoc_hi_6011	अबे सूअर की औलाद बुखारी, साले हलाला की पैदाइश,अब अगर तूने कोई कुत्ता गिरी की तो देश का हिन्दू तुझे घर में घुस कर मारेगा । और तेरे समर्थक हिजड़े नेता भी तुझे बचा नहीं पायेंगे । साले नीच कटुए ।	HOF	PRFN	UNT	अबे सूअर औलाद बुखारी साले हलाला पैदाइशअब अगर तूने कुत्ता गिरी देश हिन्दू तुझे घुस मारेगा । तेरे समर्थक हिजड़े नेता तुझे बचा पायेंगे । साले नीच कटुए ।
3870	hasoc_hi_2479	साले ये #हरामी_जनता_पार्टी के कुत्ते पैदायशी #कमीने है ये #कुत्ते अपने बाप #गोभी_फेक_नरेन्द्र और #तडीपार  को खुश करने के लिये किसी भी हद तक जा सकते है	HOF	OFFN	TIN	साले #हरामीजनतापार्टी कुत्ते पैदायशी #कमीने #कुत्ते बाप #गोभीफेकनरेन्द्र #तडीपार खुश हद
3671	hasoc_hi_4836	Sabsa jyada gundai aap key he sarkaar ma thi Yadav Je police chowki tak too fook de jaati hai	HOF	OFFN	TIN	sabsa jyada gundai aap key he sarkaar ma thi yadav je police chowki tak too fook de jaati hai
448	hasoc_hi_5406	अपने #कर्म पर #विश्वास रखिए राशियों पर नही....!    राशि तो #राम और #रावण की भी एक ही थी,     लेकिन नियती ने उन्हें #फल उनके #कर्म अनुसार दिया !!    #जय_सिया_राम_जी  #जय_श्री_महाकाल  #जय_श्री_राधे_कृष्णा    #सुप्रभात #बज़्म  #शब्दशक्ति #शब्दनिधि #स्वरा  #हिंदी_शब्द #शायरी #सुविचार	NOT	NONE	NONE	#कर्म #विश्वास रखिए राशियों नही राशि #राम #रावण नियती #फल #कर्म अनुसार #जयसियारामजी #जयश्रीमहाकाल #जयश्रीराधेकृष्णा #सुप्रभात #बज़्म #शब्दशक्ति #शब्दनिधि #स्वरा #हिंदीशब्द #शायरी #सुविचार
3	hasoc_hi_3530	बीजेपी MLA आकाश विजयवर्गीय जेल से रिहा, जमानत मिलने की खुशी में एक समर्थक ने इंदौर में हर्ष फायरिंग की  #AkashVijayvargiya   https://abpnews.abplive.in/india-news/celebratory-firing-outside-bjp-mla-akash-vijayvargiya-office-in-indore-1157241 …	NOT	NONE	NONE	बीजेपी mla आकाश विजयवर्गीय जेल रिहा जमानत मिलने खुशी समर्थक इंदौर हर्ष फायरिंग #akashvijayvargiya https//abpnewsabplivein/indianews/celebratoryfiringoutsidebjpmlaakashvijayvargiyaofficeinindore1157241 …
4374	hasoc_hi_3705	काफिर क्या होता है बे सुअर की औलाद  ??	HOF	OFFN	UNT	काफिर क्या बे सुअर औलाद
3152	hasoc_hi_6178	अबे पहले खुद पर रिसर्च कर ले.... पक्का भड़वा है	HOF	PRFN	TIN	अबे खुद रिसर्च ले पक्का भड़वा
1237	hasoc_hi_4656	अलवर मॉब लिंचिंग पर दो साल बाद फिर शुरू हुई सियासत, #PehluKhan के खिलाफ़ पुलिस ने दायर की चार्जशीट, सामने आया केस का नया 'पहलू'! राष्ट्रीय बहस @thesamirabbas के साथ #AIMIM के राष्ट्रीय प्रवक्ता @syedasimwaqar @TV9Bharatvarsh पर.  @asadowaisi	NOT	NONE	NONE	अलवर मॉब लिंचिंग साल शुरू सियासत #pehlukhan खिलाफ़ पुलिस दायर चार्जशीट सामने आया केस नया पहलू राष्ट्रीय बहस #aimim राष्ट्रीय प्रवक्ता
1682	hasoc_hi_4493	चुनाव के पहले आख़िरी ‘मन की बात’ में मैंने कह दिया था कि मैं कुछ महीनों के बाद फिर आपके पास आऊँगा।Actually मैं आया नहीं हूँ - आप ही मुझे लाए हैं, आपने ही मुझे बिठाया है और आपने ही मुझे फिर से एक बार बोलने का अवसर दिया है:  पीएम @narendramodi #MannKiBaat	NOT	NONE	NONE	चुनाव आख़िरी ‘मन बात मैंने कह मैं महीनों आपके पास आऊँगा।actually मैं आया हूँ मुझे लाए आपने मुझे बिठाया आपने मुझे बार बोलने अवसर पीएम #mannkibaat
3572	hasoc_hi_5955	बीजेपी कह सकती है बीजेपी सांसद गौतमगंभीर विजयमालिया इंग्लैंड में एकसाथ मैच देखते समय बेरोजगारी कम करने की नीतियां बना रहे थे,,,	NOT	NONE	NONE	बीजेपी कह सकती बीजेपी सांसद गौतमगंभीर विजयमालिया इंग्लैंड एकसाथ मैच देखते समय बेरोजगारी कम नीतियां बना
4000	hasoc_hi_7124	Please अपनी अपनी बीमारी बतायें     हमें रात में अंधेरा दिखाई देता है     	NOT	NONE	NONE	please बीमारी बतायें हमें रात अंधेरा दिखाई देता
4105	hasoc_hi_1008	सुन्दर आंटी रंडी से लुंड चुसवाया 	HOF	PRFN	TIN	सुन्दर आंटी रंडी लुंड चुसवाया
1914	hasoc_hi_5056	कहीं दलितों को मारा जा रहा है तो कहीं मुस्लिमों पे लीचिंग की जा रही है।    कही पत्रकारों के ऊपर पेसाब कर दिया जा रहा है, तो कही सरकारी कर्मचारी को बल्ले से मारा जा रहा है।    इन तानाशाहों ने हर जगह आग लगाई हुई है, सत्ता के बल और घमंड पे दबंगई पे उतर गए है भाजपाई।	HOF	OFFN	TIN	कहीं दलितों मारा कहीं मुस्लिमों लीचिंग रही है। कही पत्रकारों ऊपर पेसाब कही सरकारी कर्मचारी बल्ले मारा है। तानाशाहों हर जगह आग लगाई सत्ता बल घमंड दबंगई उतर गए भाजपाई।
201	hasoc_hi_81	शाकिब तेरी बेगम की कसम आउट हो मादऱचौद	HOF	PRFN	TIN	शाकिब तेरी बेगम कसम आउट मादऱचौद
4006	hasoc_hi_4154	@KapilSibal : पकिस्तान ज़िंदाबाद नारे बाजी की जाय और कोंग्रेसी नेता गन मन ही मन में हस्ते रहे क्योकि मुस्लिम वोट ट्रूस्टी कॉन वह लायक.राजीव गाँधी के लुंड से पैदा हुए है इस के लिए लायक.भले भारत देस की माँ-भेन मुस्लिम चोदे वह लायक सही है भिड़ु लगे रहो.	HOF	OFFN	UNT	पकिस्तान ज़िंदाबाद नारे बाजी जाय कोंग्रेसी नेता गन मन मन हस्ते क्योकि मुस्लिम वोट ट्रूस्टी कॉन लायकराजीव गाँधी लुंड पैदा लायकभले भारत देस माँभेन मुस्लिम चोदे लायक सही भिड़ु लगे रहो
2871	hasoc_hi_3102	अक्सर अपराध पर कैंडल मार्च निकाला जाता है, कैंडल मार्च से नहीं सुधरने वाले हैं सैंडल मार्च से सुधरेंगे।  आप लोगों की करता राय है  @Rana11639322 @Anjupra7743 @Anu_yadav88	HOF	OFFN	TIN	अक्सर अपराध कैंडल मार्च निकाला जाता कैंडल मार्च सुधरने सैंडल मार्च सुधरेंगे। लोगों राय
3042	hasoc_hi_36	सदन मे भडवा मनमोहन को रैनकोट पहनकर नाहनेवाला आटिँस्‍ट बोल रहा था!! आज हम कहेगें की हरामखोर पबलिक को चुना लगा रहता है मक्‍खन बताकर https://www.facebook.com/100002785556760/posts/1840743946028439/ …	HOF	HATE	TIN	सदन भडवा मनमोहन रैनकोट पहनकर नाहनेवाला आटिँस्‍ट बोल आज हम कहेगें हरामखोर पबलिक चुना लगा रहता मक्‍खन बताकर https//wwwfacebookcom/100002785556760/posts/1840743946028439/ …
4115	hasoc_hi_1531	'निजीकरण' सरकार की अक्षमता नहीं अयोग्यता हैं।	NOT	NONE	NONE	निजीकरण सरकार अक्षमता अयोग्यता हैं।
2497	hasoc_hi_7308	सुअर है तू।अपने पिल्लो को तो रोक ले	HOF	PRFN	UNT	सुअर तू।अपने पिल्लो रोक ले
2190	hasoc_hi_4577	मादरचोद झूट नही है ये।।भोसडीके तुम साले कटवे होते हो हरामी हो	HOF	PRFN	TIN	मादरचोद झूट नही ये।।भोसडीके तुम साले कटवे हरामी
2747	hasoc_hi_2172	इस्लाम में अगर नाच-गाना हराम है फिर जिहादी शाहरुख सलमान क्या हुए..???  #हरामी ??	HOF	HATE	TIN	इस्लाम अगर नाचगाना हराम जिहादी शाहरुख सलमान क्या #हरामी
