sentence,hate,category
গরুর মাঠে মার খাবা আবার,0,entertainment
রিফাতের বাবা মা কি বাভে দেখচে এই ভিডিও টা তাদের কেমন লাগছে,0,crime
হুজুরের কথা টিক সিলেট সাজা লাল ও শাহপরান য়ের জায়গা এই জায়গায় ওনেক আবাসিক হুটেল কেন কথা টিক হলে লাইক দিন,0,religion
এইডা কি করলো 🙄🙄,0,sports
আমার বাড়ি বগুড়া তোমাকে ভাল লাগে তোমার ইমু নামবার দিবা আমার নামবার সাবাই লেখতে পারে কিন্তু তুমি আমাকে মিস কর#,0,"Meme, TikTok and others"
সাইটে মাজার পুজারিকে কান ধরে উঠে দেওয়া হক,0,religion
ভনডো তাহেরি তুই ভালো হইয়াজা নয়েতো তোরে জুতা পিটা করমু ইহুদির দালাল,0,religion
স্যার আপনার লেখা পড়লে নাকি সবার ভুমি আসে। আচ্ছা স্যার ওদের কেন ভুমি আসে তা নিয়ে একটা লেখা আসা করছি।,0,celebrity
স্যার আমি গ্রামের একটা স্কুলে বিঞ্জান বিভাগে দশম শ্রেনিতে পড়ি....আমি আপনার মত জীবনে সফল একজন ব্যক্তি হতে চাই... পারব কিনা জানি না...তবে আপনার কাছে আমার অনুরোধ আপনি আমার মত উচ্চাকাঙ্খীদের জন্য একটা বই লিখবেন কিভাবে আমরা জীবনে সফল হতে পারি...প্লিজ আধীর আগ্রহ নি আপনার বইয়ে অপেক্ষাতে থাকব...,0,celebrity
এই মুভিতে আমাদের শৈশব মিশে আছে❤,0,entertainment
আসসালামু আলাইকুম ভাইয়া আর আপুরা। <br />তোমরা কেমন আছো সবাই।<br />তোমাদের নাটকটি কেমন লাগলো অবশ্যই জানাবে।,0,entertainment
"যারা  কমেন্ট  করতেছে জাফর স্যার মারা গেলে খুশি হইত।তারা তো আহামমক শফীরে পছনদ করে। যে কিনাবলে ।মেয়ে মানুষ  তেতুলের মতো।তেঁতুল দেখলে যেমন জিববায় পানি আসে  তো         মনি  মেয়ে মানুষ দেখলে নাকি ,,।।।।।  ।।। ।ঠিক থাকতে  পারে না।",0,celebrity
"আমি জান্তাম প্রফেসার মানে একজন educated person, but এমন মু্র্খ লোক প্রফেসার হয় এটা আমি নতুন জানলাম।U r a great IGNORANT mr. professor.",0,celebrity
অপু উকিল কিভাবে উকিল হলো বংশধারা থেকে কি মিথ্যাচারের ট্রেনিং পেয়েছে নাকি? এসব অসৎ মানুষগুলোর জন্যই দেশ এত অধপাতের দিকে যাচ্ছে। এরা সত্য মিথ্যা ন্যায় অন্যায়ের পার্থক্যও শিখে নাই। রুমিন ফারহানার মত সম্মানিত নেত্রীকে এরকম একটি বখাটে মেয়ের সাথে দিবেন না। এটি যায় না। পাল্লাতে তুলার সময় মাপ নিবেন কার ওজন কেমন? এসব করে আপনারা বখাটেদেরে মানুষ বানানোর চেষ্টা করছেন। কিন্তু এরা হাজার বছরেও মানুষ হবে না। তবে এটিও ঠিক ওখানে তো বখাটে ছাড়া মানুষ নেই।,0,politics
দেশের জন্য মরন যুদ্ধ টাকার জন্য জীবন যুদ্ধ ৷,0,crime
সাব্বির সেরা,0,sports
খেলা বন্ধ করা ঠিক হয় নাই আর কি বাল করবে করে রান তবুও কোটি টাকা,0,sports
আপনার শুরু থেকে আসি তাহসিনেশন। দেওয়ানবাগী হুজুর তালশহর মাদ্রাসার ভিপি ছিল তা আপনি উল্লেখ করেন নাই সালে তিনি উক্ত এলাকার জন সেচ্ছাসেবক নিয়ে মুক্তিযুদ্ধে যোগদান করেন পরে উনি সেক্টর কমান্ডার হিসেবে মুক্তিযুদ্ধ করেন। স্বাধীন বাংলায় সকল মুক্তিযোদ্ধাদের নিয়ে উনি ততকালীন রেসকোর্স ময়দানে প্রথম স্বাধীন বাংলায় ঈদের জামাত পরিচালনা করে যার ইমামতিও উনি নিজে করান। মুক্তিযুদ্ধের পরে বাংলাদেশ সেনাবাহিনীর অনুরোধে উনি আর্মিদের রিলেজিয়ার্স টিচার হিসেবে যোগ দেন। সেকেন্ড দেওয়ানবাগী হুজুর যার বাইয়াত নেন তার নাম ভুল উল্লেখ করেছেন তার আসল নাম ইমাম সৈয়দ আবুল ফযল সুলতান আহম্মদ। তৃতীয় আল্লাহর আকার নিয়ে আমার মোর্শেদ দেওয়ানবাগী বলেছেন আল্লাহর আকার আছে আপনে আপনার জ্ঞ্যান দিয়ে পারলে প্রমান করেন আল্লাহর আকার নাই!! চতুর্থ ই এপ্রিল ইসলাম ধর্মের পূর্নর জিবনকারী হবে না এইটা হবে ইসলাম ধর্মের পূনর্জিবন দানকারী। পঞ্চম দেওয়ানবাগী হুজুর যে স্বপ্নে দেখেছিলেন তা হলো ঢাকা থেকে ফরিদপুর পর্যন্ত একটি বাগান যা ছিল নোংরা রাসূল পাক স দেওয়ানবাগী হুজুরকে বলেন আপনি এই বাগানটি পরিষ্কার করে দিতে পারবেন? আমার মোর্শেদ কেবলা সাথে সাথে পরিষ্কারের কাজ শুরু করে দেন। তখন রাসূল পাক স বলেন এই বাগানটি আমার ধর্ম আর যে ময়লা ছিল তা ছিল আমার ধর্মের ময়লা যা আপনি পরিষ্কার করে দিয়েছেন। আপনি আমার ধর্ম আবার জীবন দিয়েছেন যেমন দিয়েছিল বড়পীর হযরত আব্দুল কাদের জিলানী খাজা মাইনুদ্দিন চিশতি। আপনি আমার ধর্মের পূর্নজিবন দান করেছেন। ষষ্ঠ উনার স্ত্রী কন্য আল্লাহকে দেখেছেন আপনি পারলে প্রমান করেন আল্লাহকে দেখা যায় না!!! সপ্তম উনার যে ভিডিও টি দিয়েছেন যতটুকু দিয়েছেন তার পরের টুকু দেন নাই এইটা একটি ছলনার আশ্রয় আপনি নিয়েছেন। ভাই লিখতে লিখতে হাত ব্যথা হয়া গেছে। আপনার অজ্ঞ্যতা আর মুর্খতা দেখে আমি দিলাম আপনার 👏👏👏👏👏👏👏👏👏👏👏👏👏 প্রথম যখন আপনি ষ্টিল পিক দিয়েছিলেন কামিংশুন তখনই আমি একটি কমেন্টে দিয়েছিলাম সম্ভবত আপনি দেখেন নাই। যাই হোক নাস্তিক নিয়ে একটি পোষ্ট দিয়েছিলেন আর বলেছিলেন যে এইসব মানুষ করে লাইক আর কমেন্টের জন্য। নিজেই এখন ওই একই উদ্দেশ্য নিয়ে একই কাজ করলেন। নিজের ফলোয়ার বাড়ানোর জন্য কমেন্টের জন্য। ডুলা কয় চালনিরে তোর বড় বড় ছেদ😅😅 ভাই হাসতে হাসতে পাপ করলে কানলেও যায় না। আপনের চাইতে আরো বড়োবড়ো হাত্তিঘোড়া আসছে দেওয়ানবাগীর বিরুদ্ধে আমাদের দরবারের সামনে একুশে টেলিভিশনের ক্যামেরা ফিট করছে মোল্লারা দেওয়ানবাগের প্রতিটা ইটা খুইল্লা নিয়া যাইব আর উনারা তা লাইভ দেখাইব তা তো হয়ই নাই বরং যেইসব মোল্লারা আসছিল দেওয়ানবাগ ভাংতে আজকে তারাই ছাত্র বলতকার কইরা ধরা খাচ্ছে ছাত্রী ধর্ষণ কইরা মাথা কাটা যাচ্ছে কেউ একাত্তরের দালাল উপাধি পাইছে কারো যুদ্ধ অপরাধের জন্য ফাসি হইছে কেউ আবার প্রহর গুনতাছে কবে তার ও যেন ফাসি হয়া যায় 😂😂😂 আল্লাহর হাতে বোথা দাও অস্তে অস্তে করে ঘাও। যারা নেতৃত্ব দিয়েছিল দেওয়ানবাগ দরবার শরীফ ভাংচুরের জন্য তারা আজ কোথায়? হাত্তিঘোড়া গেল তল আর আপনি আইছেন পিপড়া বলে কতো জল? 🤣🤣🤣 আপনারে চিন্তা করছিলাম আনফলো কইরা দিব কিন্তু ভাবলাম আপনার ফলোয়ার থাকলেই আপনার সাথে আল্লাহ কিরুপে খেলে তা দেখার জন্য হলেও আপনার সাথে কানেক্ট থাকি😘😘 পরিশেষে পাপ করে মাফ যে চায় সে আল্লাহর প্রিয়। আর পাপ করে তার উপর স্থির যে থাকে সে শয়তান। আপনি যদি দেওয়ানবাগী নিয়া সত্য জানতে চান তাহলে আমার সাথে যোগাযোগ কইরেন আর যদি ব্যবসায়িক উদ্দেশ্যে আরেকজনকে ভিডিও বানান তাহলে কিছু বলার নাই। তবে দেইখেন যেমন নাচন কোদন আর অভিনয় করে দেওয়ানবাগী হুজুরকে হেয় করার চেষ্টা করেছেন আল্লাহ যদি আবার আপনার সাথে এমন নাচন কোদন আর অভিনয় করে আপনি কই থাকবেন। তবে আল্লাহ দয়ালু আর আল্লাহকে দয়ার রুপেই থাকতে দিয়েন। আবার বললাম যদি সত্য সন্ধানী হয়ে থাকেন তাহলে সত্য প্রচার করেন,0,religion
সব থার্ড ক্লাসের ছাত্র ছাত্রী এন্ড স্যার গুলোও তেমনি দেখলাম পয়দা হয় এখানে এর চেয়ে প্রাইমারী পাশ করে চলাটাই অনেক ভাল ভদ্রের আওতায় থাকতে পারবে সমাজ,0,politics
সব সময় যে জয় হবে তা না হার জোয় নিয়ে আমরা আছি team Bangladesh et Sathe,0,sports
কিসের মধ্যে কি পান্তা ভাতে ঘি 😂😂😂,0,politics
খুলনা প্রতি বছরই নতুন নতুন পেলেয়ার বের করে এ 💟💟💟💟,0,sports
উনার শশুর আব্বা মনে হয় দিচ্ছেন,0,politics
সজনদের কান্নাকাটি আমার কষ্ট হয় কি আর করা অপরাধ করলে তো সাজা ভুগ করতেই হবে পাপ কখনো বাপ কেও ছারে না,0,crime
সহি ইসলাম এটাই হুজুরকে আল্লাহ নেক হায়াত দান করুক আমিন,0,religion
আমার মনে হয় ছেলেটা সত্য কথা বলতেছে।।কিন্তু মুসফিক একটু অন্য ভাবে নিছে।।যেহেতু আউট মন এমনিও খারাপ ছিলো,0,sports
একটা কথা আসল দোসি কে,0,crime
তাহেরি এবং দেওয়ানবাগী ফাঁসি দেওয়া উচিত,0,religion
আহমদ শফি সাহেব ভন্ড !!!!!!!!!!,0,religion
সে অপরাধী চেহারা দেখলেই বোঝা যায়,0,crime
তুমারে ফাই লই অওও বাংলাদেশ,0,"Meme, TikTok and others"
এক দিন যে ভাল খেলে তারে নিয়েই নাচানাচি করে আবার জিরো বানিয়ে দেয়,0,sports
কমেন্টে এসে দেখলাম সবাইতো বাংলা ভাষা শিল্পের দারুণ চর্চা শুরু করেছে😁😁😁😁😁😁😁,0,celebrity
গল্পটি অনেক সুন্দর হইছে। শেষ দৃশ্যে কান্না চলে আসল।,0,entertainment
আপনাকে ধন্যবাদ,0,politics
এদের কি করা যায় আপনাদের মতামত,0,crime
আওয়ামীলিগ কে গালি দিবনা অনুরোধ করি এরকম নাস্তিক যেন দলে না থাকে,0,religion
হে আল্লাহ নাস্তিকদের কে হেদায়েত দান করুন এরা হয় তো অনেকেই কাফের ইহুদি নচরাদের দালাল টাকার কাছে বিক্রি হয়েছে আল্লাহ এদের কে সঠিক জ্ঞান দান করুন আমিন !,0,religion
হ্যাশট্যাগ #Vote_For_Boat 🐸,0,celebrity
প্রবাসী ভাইয়ারা সাথে থাকুন,0,entertainment
এখন আপনার চ্যানেলটি বন্ধ হয়ে যায় কিনা এটাই দেখার বিষয়।,0,politics
"অনেক লম্বা পোষ্ট তো! তাই লিখতে তিনদিন সময় লাগসে! তাছাড়া স্যার মনেহয় বাংলালিংক ইউজার। টুজি নেট স্পিডে লেখাটা পোষ্ট হতে আরো বেশি সময় লেগে গেসে!  দুনিয়া গোল্লায় যাক, উই লাভ ইউ স্যার! গর্ত থেকে বের হয়ে অনেক বালও পোষ্ট লিখেছেন। এভাবেই আমাদের পাশে থাকবেন প্লিজ 😊💘",0,celebrity
নতুন মুভি লোড দেন,0,entertainment
মুশফিক পাগল হইয়া গেচে 🙉🙉🙉,0,sports
অত্যান্ত ভালো লাগলো,0,religion
তুমার মাথার টুপি কই,0,religion
আমি চাই সাকিব বাংলাদেশ দলে ফিরে আসুক,0,sports
সাকিবের উচিত এই বেঈমান দেশে আর না খেলা,0,sports
আজাইরা বাংলাদেশের নাটক বাংলাদেশের জন্যই লক করা। VPN দিয়ে দেখতে হচ্ছে।,0,entertainment
হায়রে দালাল মিডিয়া! এত সুন্দর ভিডিও ফুটেজ থাকা সত্ত্বেও তদন্ত করবে! তদন্তকারী অফিসার সে নিজেই! মানুষকে এত বোকা ভাবো তোমরা জনগণ কিছু বোঝে না তাই না!,0,crime
পাপন কাকু নাটক কইরো না। 🤫,0,sports
তোর সম্পদের হিসাব বের করলেই সব কিছুর সমাধান হয়ে যাবে।,0,sports
ধন্যবাদ ভাই অপনাকে। আসলে আন্দলোন ছারা আমরা কিছু করতে পারি না এখন তাই আময়দের এ অবস্তা তাই তারাও ভাবে এটাই কিছু দুই চার দিন পর সব ভুলে যাবে,0,politics
রিয়াদ,0,sports
গভীর ষড়যন্র,0,sports
শাহখরুফ খানকে ধ্যানবাদ,0,"Meme, TikTok and others"
ভাই আমি দেওনবাগির দরগায় হামলা করবো আমার সাথে এক মত থাকলে লাইক দিন,0,religion
"সুশীল মানে অপশিক্ষিত, ক্যারেক্টার লেস, দেখানো নাস্তিক, দেশের ভালো হলে শরীর জ্বালা-পোড়া করা, বিদেশি দালাল।",0,celebrity
ভাই এগুলা ক্যাসিনো ব্যবসার শেয়ারের টাকা,0,politics
সব নাস্তিক লন্ডনে এ গিয়ে পলায়,0,religion
"যদি পৃথিবীর সব গোলাপ প্রতিদিন একটা করে তোমাকে দিয়ে বলি আমি তোমাকে ভালবাসি ,সব গোলাপ শেষ হয়ে যাবে ..তবুও আমার ভালবাসা শেষ হবে না ..হয়তো আজও আমার ভালবাসার গভীরতা বুঝতে পারো নি ...!!+97466982508",0,entertainment
ভারত জিন্দাবাদ____,0,"Meme, TikTok and others"
বাবুনগরী নাকি সব সুর সুর করে বলে দিয়েছে এই জানুয়ার মুরগী কবির কিভাবে ডাহা মিথ্যা কথা বলে যাচ্ছে,0,religion
যাদের পুরুষ কল গার্ল প্রয়োজন তারা এই নাম্বারে ফোন দিবেন আমাদের লোক বাসায় চলে যাবে,0,"Meme, TikTok and others"
ইনু হতাশ। চাটুকারিতা করে লাভ নাই।,0,politics
আনেক ফানি,0,entertainment
? থেকে,0,crime
দেশটা দিন দিন অধপতনের যাচ্ছে। এই সব কুত্তা লিগের বিচার করবা কে?,0,politics
ভাই আমি আমাদের গর্ভ কারণ আপনি সত্য কথা বলেন এই মিথ্যাচারি সরকার সকল সত্যবাদীদের হত্যা করছে নুরুের মত লোকেদের প্রকাশের মারধর করছে,0,politics
আপনাকে ভালো লাগে যুক্তি দিয়ে গরীব বাংগালির সরকারের কুকর্ম ধরে দেয়ার জন্য আসলে সরকার বিপক্ষে কোন স্টেইটমেন্টে মানেই আপনি বিএনপি আর জামাত আশা রাখছি বাংলাদেশের সাথে ভারতে যে চুক্তি হয়েছে সেই বিষয়ে কিছু বলার যে চুক্তি গুলো সংসদ বা জনগন থেকে আড়াল রেখেছে আওয়ামীলীগ ধন্যবাদ ভাই ভালো থাকবেন,0,politics
আবরারকে নিয়ে প্রতিবাদী গান শুনুন আমার চ্যানেলে গানের প্রতিটি শব্দই যেন এক একটা অ্যাটাম বুম শুনলেই গা শিউরে উঠবে - - -,0,politics
মইরা দ্যাখো,0,religion
আসাধারন লিখেছেন sir.,0,celebrity
মেয়েরা কি করে চাকরী করবে কারও কাছে মেয়েরা নিরাপদ না।।।,0,crime
অবৈধ সরকার হাসিনো ঢাকা শহরেটা বানাই ফালাইছে ক্যাসিনো বাংলাদেশ সিঙ্গাপুর হয়ে গেছে উন্নতির জোয়ারে ভাসছে হাইরে হাসিনো দেশটারে বানাইলো ক্যাসিনো কেন আর কত কি দেখাবি তুই এখন নাটক করো বাস এসবকিছু তুমি তোমার পুলিশ রা জানে না তোমার দলের লোকেরা এসব করতেছে ভালোই নাটক জানো হাসিনো দেশকে বানাইলা ক্যাসিনো,0,crime
গানের মদ্ধে উ লাগিয়ে ফাটাতে পারে নি😂<br />গান টা ভালো ছিল উ না লাগালেও পারতেন,0,entertainment
পৃণিমার লজ্জ কম,0,"Meme, TikTok and others"
ইয়েস আপু অনেকে ধন্যবাদ বি এন পির জয় হবে বি এন পির সাথে বাংলাদেশ মাটিতে দাঁড়িয়ে বিচার করা হবে ইনশাআল্লাহ,0,politics
অখুশি বালো লাগে না,0,sports
"বেল্ট, জুতা, মোবাইল, মানিব্যাগ, ঘড়ি, হাতের ব্যাইচ, হেডফোন কিংবা মাথার ক্যাপ সবকিছুই চ্যাক হয়!   তাও আমাদের মধ্যপ্রাচ্যের দুবাই, কাতারের এয়ারপোর্টেই!   এইগুলা এতো আহামরি কিছুনা, য",0,celebrity
চুদ ব,0,religion
খুব নাইচ ছবি,0,entertainment
আমার আসলে মনে হয় এডমিন তুই মুসলমান নয় কোনো ইহুদির সন্তান হবি ! তোরে আগে জুতা মারা ধরকার !,0,religion
মিন্নিও এই ঘটনার সাথে জড়িত আছে।,0,crime
অন্নের পাপকে ডেকে রাখুন আল্লহআপনার পাপকে ডেকে রাখবে,0,crime
রানুর মেয়ে লোভী,0,"Meme, TikTok and others"
এই আইডির ওয়াবিদের জুতা দিয়া পেটানো উচিত,0,religion
আরো ভাই ভয়ে এ সব কনছে?,0,crime
চোরের মার বড় গলা। রাজাকারের মেয়ে কয় কি! !,0,politics
সাব্বিরকে দলে নেওয়া মানে বলদামি এছাড়া আর কিছুই না,0,sports
সাইজ নিয়ে কত অহংকার 😂😂😂😂😂😂😂 হায়রে বাঙালী 😂😆😆😂,0,entertainment
"আপনার এই লেখা থেকে তরুণ প্রজন্ম কি শিখবে আমি জানি না।তবে আপনার যে বয়স হওয়ার সাথে সাথে মতিভ্রমও বেড়ে গেছে সেটা কিন্তু তরুণ প্রজন্ম বুঝে গেছে।স্যার লেখার স্টাইল পাল্টান,বার বার একই লেখা আর ভালো লাগে না।",0,celebrity
নাটক টা যতটুকু ভালো লেগেছে তার চেয়ে বেশি খারাপ লেগেছেসংলাপ বুঝা না যাওয়ার কারনে।সংলাপের সময় সাইড থেকে বাজে আওয়াজ দেওয়া হয়েছে যা রিতিমত বিরক্তিকর।,0,entertainment
ওনাকে যে বিয়ে করবে শেষ,0,entertainment
দেখে দেখে পড়ে তার মানে অন্য কেউ এই কথা গুলা লিখে দিছে। নাটক নাটক সব নাটক।,0,sports
জাহা বলছে ঠিক বলছে বাল খলছে আমি হলে আর খারাপ কিছু বলতাম এর নিশা খোর হালর পুত কি করে দেখছেন,0,sports
হা হা হা হাসব না কানব যেই সরকার এর মন্ত্রী বলে পাচ কোটি টাকা কোন টাকা নই।সেই সরকার তেকে আবার জন গন কি আশাকরে।,0,politics
দেশের পুটকি মারা শেষ।,0,politics
মোদি আর অমিত শাহ এর জন্য জান্নাতের ভিসা নিষেধ এবং মহান রাব্বুল আলামীনের পক্ষ থেকে তাদের ওপর নিষেধাজ্ঞা জারি করা হয়েছে তবে তারা চাইলে জাহান্নামে যেতে পারবে জাহান্নামে ভিসা তাদের জন্য উন্মুক্ত আছে,0,"Meme, TikTok and others"
আচ্ছা সাব্বিরের permission ব্যাতিত আপনারা কিভাবে তার ফোন নম্বর স্কৃনে দেখালেন এটা কি অপরাধ না??!!,0,sports
আমার মতে প্রতিটা পুলিশ যে কোন বড় ধরনের প্রভাবশালীদের পেছনে সিসিটিভি ক্যামেরা রাখা উচিত,0,crime
চাটুকারিতার টাকা কি আপনি বিকাশে নেন নাকি কেশ (চুল) এ?,0,celebrity
ঐ মহিলা টাকে সব কমেন্ট গুলো দেখানো হক মানুষ কি বলে,0,politics
বাংলাদেশের ক্রিকেট এই পাপন কমিটি ধ্বংস করে যাবে। ইনশাআল্লাহ,0,sports
সবার চেয়ে ভালো করছে ছাব্বির তবে একটু চুপ থাকা উচিত ছিলো।কারণ দল হেরেছে,0,sports
যদি এই খবর টা সত্যি হয়ে থাকে তাহলে অনেক অনেক খুশি হব কারন টাকা পয়সা তো আর ছেলে বউ বাচ্চার চেয়ে বড় নয় আর আমরা চাই না আব্রাহাম তাহার বাবা কে ছেড়ে এতিমের মতো ঈদ করুক সাকিব আব্রাহাম কে এখন একটু সময় দেও প্লিজ,0,"Meme, TikTok and others"
ভাই আমি ভারতে বাড়ি আমার তবুও আমি সাকিব কে খুব ভালো বাসি যদি পারেন শালা পাপন কে বাদ দেন সালাক বি সি সি আই লিডার মোহাম্মদ আশরাফুল কে লিডার করেন।,0,sports
"অনেকদিন পর আপনার একটা ভাল লেখা পড়লাম। সরকার যেন এই কাজটা সম্পন্ন করতে পারে, সে কামনা করছি।",0,celebrity
কাদের সাহেবকে জনগণ কত ভালোবাসে তা তিনি অসুস্থ থাকা অবস্থায় বুঝা গেছে। প্রতিটি পোষ্টে হাজার হাজার কমেন্ট পড়েছে উনার সুস্থ্যতা কামনা করে। সে সব যদি উনি এখন দেখেন তাহলে আবেগে আবার অসুস্থ হয়ে যেতে পারেন।,0,politics
গায়েবি জানাযা শেষ হঠাত উধাউ। এবার একটা ফ দিয়ে যাই। যখন সময় হবে তখন মদ খাব আর কমেন্ট পড়ব✌,0,celebrity
সাববিরকে দল থেকে বাদ দেয়া হোক এবং আজীবন নিষিদধ করা হোক,0,sports
এই কম্যান্ড গুল পরে বুঝতে পারলাম এখানে বেশিরভাগ মানুষের অকারণে বমি করার রোগ আছে। আশা করি তাদের রোগ খুব তারাতারি ভালো হোয়ে যাবে,0,celebrity
ওবায়দুল কাদের কাউয়া কাদিরা ও তো কথায় নোলতে পারেনা কায় কায় করে তিন বারের নেএীর সাথে মিলায়তেছে,0,politics
"কে তুমি বৎস, ধরিয়া মৎস, বেচিয়া গঞ্জে, অকুল ও কুঞ্জে, না খাইয়া তাজা, কেনো ভক্ষন করিয়াছো মেয়াদ উত্তীর্ণ গাজা 😂😂",0,celebrity
"অনেক দিন পরে দেখতে পেয়ে খুব ভাল লাগল <br />, প্রবাস থেকে <br />জুল",0,entertainment
নারীর। আমি এই জেলা প্রশাসক নারী লোভী এর বিচার চাই,0,crime
মেসি তুমি সেরা,0,"Meme, TikTok and others"
আচ্ছা লাস্টে সাতার কাটার বিষয় টা কি.....,0,entertainment
কাশ্মির এখন নতুন নরক তৈরী করছে,0,"Meme, TikTok and others"
বেশ কম লিখলেন 😉,0,celebrity
আরে ভাই মিন্নি আসল অপরাধী,0,crime
এটাকি বোর্ড সভাপতি নাকি বিশ্লেষক???এলোকের এত কথা বলার কি দরকার?? তার তো দরকার ছিল বোর্ডেরর সাথে সম্পকিত সে সকল দায়িত্ববান লোকদের কে এসব কেন হল সেটা জিঙ্গাস করা।।ছাগল দিয়ে কি হাল চাষ হয়?? পাপন সাহেব কি আসলেই ক্রিকেটিয় ঙ্গান সমৃদ্ধ?????,0,sports
পুলিশদের কাছে অনুরোধ স্টেপ নিন সব জায়গায় এমনটি জেনো না হয়,0,"Meme, TikTok and others"
হেতে টুপি লাগাইছে।🤣,0,crime
ভাই ডিজিটাল মন্ত্রী আর গোপন অায় হিসাব নিবে কে নিলে বল্লে অাপনি হবেন জংগি বা জামাত শিবির,0,politics
আফসোস্!😑আজও তাহসিনেশন ভাইয়াকে সাবস্ক্রাইবার উপহার দিতে পারলাম না😑😑,0,sports
সৌম্য দা😘😘😘😘😘,0,sports
শুধু এটুকুই ভাবছি তার সন্তানেরা যখন এটা দেখতে পারবে ভবিষ্যতে তখন নিজের মাকে নিয়ে কি চিন্তা করতে পারে। স ্পিচলেস 😨।,0,crime
গালি দিচে তো কি হয়েচে বাল চাল কেনো দালালি করে,0,sports
​পাপনের পদত্যাগ চাই।,0,sports
"আমাদের এখানে এমন গলি আছে,রাতের গলি",0,entertainment
খুনি ফাসি চাই,0,crime
বাঞ্চুদ রা কি উপরে গাজা খেয়ে লেখছে সিলেট বনাম রাজশাহী 😡😡😡😡,0,sports
সাকিবকে সম্নান দেয়ার মত এই দেশে মানুষ নাই আমার মতে সাকিব ওন্নয় দেশের হয়ে খেললে বাল হবে,0,sports
নিজের জান বাচানোর ক্ষেত্রে কিছু কথা অনলাইনন এ আমি বলি না কিন্তু আমার কথা আপনি বলে দিয়েছেন আপনি হচ্ছে লিজেন্ড,0,"Meme, TikTok and others"
হুজুর হক কথা চালিয়ে জান আপনার সাহসি বক্তার দোকার হুজুর আপনি এগিয়ে আমরা আছি আপনার সাথে,0,religion
আরো অনেক জাফর ইকবাল প্রয়োজন এই অমানুষগুলোকে মানুষ করতে। দিন দিন একটা প্রতিক্রিয়াশীল রাষ্ট্রে পরিণত হয়েছি আমরা।,0,celebrity
আপনার ড্রাইভার লাইসেন্স আছে ত,0,politics
একটু কম চাটাচাটি কর বেশী চাটলে তীতা হইয়া যাইবো। বত্ মান বাংলাদেশে সবচেয়ে বড় জঙ্গী লীগ ও প্রচালীত আইনশৃখলা বাহীনি,0,politics
কিছুক্ষণ আগে সাকিবের বিপক্ষে ছিলাম। এখন আপনার ভিডিও টা দেখে শেষ পযন্ত তার পক্ষেই চলে আসলাম ❤❤ সাকিব ভাই❤❤,0,sports
পুরাই খারাপ একটা মেয়ে,0,entertainment
আমি মনে করি এদের সাথে কথা বলা উচিৎ না,0,religion
পাগল যে আপনারা পৃরমান পাইলাম।।।আজাইরা ক্যাপশন আর আজাইরা ভুয়া নিউজ।।,0,sports
সরকারের বিরুদ্ধে যারা লেখালিখি করে তারা বীরপুরুষ।   কিছু লোক গর্ত থেকে এসে অক অক করে বমি করে বলে কি হচ্ছে এসব।এই ছুপা গুলা দেশের জন্য ভয়ানক।,0,celebrity
সাকিব হলো সুপার হিরো,0,entertainment
আমার কাছে ওনেক ভালো লাগছে গানটা বছিটা জানি কেমন হবে,0,entertainment
পুরা পোষ্ট টা পড়লাম। সাহিত্যিক দিক থেকে খুবই উন্নতমানের লেখা। তবে কথা হইল এতদিন পড় উনার ঘুম ভাঙায় হাহা রিয়েক্ট দেয়া ফরয হয়ে গেছে। তাই আমিও একটা হাহা রিয়েক্ট দিয়া দিলাম,0,celebrity
বাহ! তুমি রাসেল ্‌্‌্‌মাসুদ রানা হতে গেলে ডিম পেড়ে দেখাও,0,entertainment
আল্লাহ ভন্ড তাহেরীকে হেদায়ত করোন আমিন সারা বাংলাদেশকে নস্ট করে দিছে,0,religion
ভাই আপনি চালিয়ে যান এবং সাবদানে থাকিয়ে। দোয়া করি এগিয়ে যান।,0,religion
"সানিয়া মির্জা হলো একটা মাগি,আর তুই সাংবাদিক হলি একটা মাগিরপুত,সালারপুত নিজের দেশের হোগা মারার জন্য উঠেপড়ে লেগেছিস, এটা ওদের দেশে হলে তোদের চোদতো ওইখানে,রিপোর্ট চোদাচ নিজের দেশের নামে,খানকিরপোলা",0,sports
ভালোই লাগল,0,"Meme, TikTok and others"
মিনিট সেঃ এর জন্য এত কিছু,0,crime
ভালোবাসার আরেক নাম মিজানুর রহমান আজহারী,0,religion
আচ্চা ভাই এদের চেহারাটা এত বিকৃত কেন?? এত ভয়ানক চেহারা কেন???,0,religion
আল্লাহ পাক তাদের উপর গজব ফেলুক,0,religion
সুপ্রিম কোর্টের রায় সঠিক নয়,0,"Meme, TikTok and others"
ডিম তারাপি দেওয়া হউক নুরুপাগলা কে আর ওর দুনু বউকে,0,politics
